SIFT_pred	LRT_pred	MutationTaster_pred	FATHMM_pred	clinvar_clnsig
T	N	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	D	D	T	Benign/Likely_benign
T	N	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
D	N	N	T	Conflicting_interpretations_of_pathogenicity
D	N	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
T	N	N	T	Benign/Likely_benign
T	N	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	D	T	Uncertain_significance
T	D	N	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	N	D	T	Benign/Likely_benign
T	N	P	T	Benign
T	N	D	T	Uncertain_significance
D	N	D	T	Conflicting_interpretations_of_pathogenicity
D	N	D	T	Uncertain_significance
T	N	N	T	Likely_benign
T	N	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	P	T	Benign
.	N	A	.	Likely_pathogenic
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	N	D	T	Conflicting_interpretations_of_pathogenicity
T	N	N	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
T	N	N	T	Conflicting_interpretations_of_pathogenicity
D	N	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
T	D	N	D	Uncertain_significance
T	N	D	T	Conflicting_interpretations_of_pathogenicity
T	N	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
T	N	N	D	Uncertain_significance
T	N	N	D	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
D	N	D	D	Uncertain_significance
.	N	A	.	Uncertain_significance
T	N	N	T	Benign/Likely_benign
D	N	N	T	Conflicting_interpretations_of_pathogenicity
D	D	D	T	Likely_pathogenic
D	D	D	T	Pathogenic
D	D	D	T	Likely_pathogenic
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	D	T	Pathogenic
D	D	D	T	Pathogenic/Likely_pathogenic
D	D	D	T	Likely_pathogenic
D	D	D	T	Pathogenic
D	D	D	T	Likely_pathogenic
D	D	D	D	Pathogenic
D	D	D	T	Pathogenic
D	D	D	T	Uncertain_significance
D	D	D	T	Pathogenic
D	D	D	T	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	T	Pathogenic
D	U	D	T	Pathogenic
T	.	N	D	Likely_benign
D	.	D	T	Uncertain_significance
.	.	A	.	Pathogenic
.	.	D	.	Pathogenic
D	D	D	D	Pathogenic
.	N	D	.	Pathogenic
D	D	D	D	Pathogenic
.	.	D	.	Pathogenic
D	D	D	D	Pathogenic
T	D	D	T	not_provided
T	D	D	T	Likely_benign
T	N	A	T	Pathogenic
D	D	A	T	Pathogenic
.	D	A	.	Pathogenic
D	D	D	T	Likely_pathogenic
.	U	N	.	risk_factor
D	N	D	T	Uncertain_significance
.	D	A	.	Uncertain_significance
.	D	A	.	Likely_pathogenic
D	N	D	D	Likely_pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Pathogenic
.	D	D	.	Likely_pathogenic
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	D	D	.	Uncertain_significance
.	.	D	.	Likely_pathogenic
D	D	D	D	Uncertain_significance
D	D	A	D	other
D	D	D	D	Uncertain_significance
T	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
.	.	D	.	Pathogenic
T	D	A	D	Conflicting_interpretations_of_pathogenicity,_other
T	D	D	D	Uncertain_significance
D	D	A	D	Likely_pathogenic
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
D	N	D	D	Pathogenic
D	D	D	D	Uncertain_significance
.	D	A	.	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	N	A	D	Pathogenic
D	N	D	D	Uncertain_significance
D	D	A	D	Pathogenic/Likely_pathogenic
D	D	A	D	Pathogenic
T	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
.	.	N	.	Uncertain_significance
.	.	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
T	D	D	D	Uncertain_significance
.	D	D	.	Likely_pathogenic
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
.	D	A	.	Likely_pathogenic
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
.	.	D	.	Likely_pathogenic
.	D	A	.	Likely_pathogenic
.	D	A	.	Likely_pathogenic
.	D	A	.	Likely_pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	N	D	D	Likely_benign
.	N	A	.	Likely_pathogenic
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
T	D	A	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
.	D	A	.	Likely_pathogenic
.	D	A	.	Pathogenic
.	.	D	.	Likely_pathogenic
.	N	A	.	Pathogenic
D	D	N	D	Likely_pathogenic
.	N	A	.	Pathogenic
D	D	D	T	Uncertain_significance
D	D	D	T	Pathogenic
.	D	A	.	Pathogenic
D	N	N	T	Benign/Likely_benign
.	D	A	.	Pathogenic
D	D	D	T	Uncertain_significance
.	D	A	.	Pathogenic
.	D	A	.	Pathogenic
D	D	D	D	Likely_pathogenic
T	N	N	T	Uncertain_significance
D	D	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	N	P	T	Benign
.	D	A	.	Pathogenic
T	N	D	T	Likely_benign
D	N	D	T	Uncertain_significance
.	N	A	.	Pathogenic
.	D	A	.	Pathogenic
D	D	D	T	Pathogenic
D	N	D	T	Likely_benign
D	D	D	T	Uncertain_significance
D	D	D	D	Likely_pathogenic
T	N	D	T	Conflicting_interpretations_of_pathogenicity
.	D	A	.	Pathogenic
.	N	A	.	Pathogenic
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	P	T	Benign
T	N	N	T	Benign/Likely_benign
D	N	P	T	Benign
T	N	N	T	Benign
.	.	D	.	Pathogenic
D	D	D	T	Pathogenic
.	D	A	.	Pathogenic
D	D	D	T	Pathogenic
D	D	D	T	Likely_pathogenic
D	D	D	T	Benign
D	D	D	T	Uncertain_significance
.	.	D	.	Pathogenic
T	N	D	T	Benign
D	.	D	T	Likely_pathogenic
D	.	N	T	Benign
D	D	D	T	Likely_pathogenic
D	D	D	T	Affects
D	N	A	T	Pathogenic
D	N	N	T	Affects
T	N	N	T	.
T	D	P	T	.
T	N	N	T	.
T	N	N	T	.
D	D	A	T	Pathogenic
T	N	N	T	.
T	N	N	T	risk_factor
T	N	N	T	.
D	.	N	T	.
T	N	P	T	not_provided
T	N	P	T	not_provided
T	N	P	T	.
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
.	D	A	.	Pathogenic
.	.	D	.	Pathogenic
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
.	D	A	.	Pathogenic
D	D	D	T	Uncertain_significance
.	.	D	.	Pathogenic
.	D	A	.	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	P	T	Benign
D	N	A	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	T	Pathogenic
T	N	D	T	Uncertain_significance
D	N	N	T	Conflicting_interpretations_of_pathogenicity
T	N	N	T	Likely_benign
D	D	N	T	Uncertain_significance
D	D	D	T	Pathogenic
T	N	D	T	Uncertain_significance
D	U	A	D	Pathogenic
D	U	D	D	Pathogenic
D	U	D	D	Pathogenic
D	U	N	D	Uncertain_significance
T	U	N	D	Uncertain_significance
D	U	N	D	Uncertain_significance
T	U	N	D	Uncertain_significance
T	U	N	D	Uncertain_significance
.	U	A	.	Pathogenic
T	N	N	T	Uncertain_significance
T	N	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
.	.	D	.	Pathogenic
T	N	N	T	Conflicting_interpretations_of_pathogenicity
T	N	N	T	Uncertain_significance
T	N	P	T	Benign
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
T	N	D	T	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
T	D	D	D	Uncertain_significance
T	D	D	D	Benign
D	D	D	D	Uncertain_significance
.	D	A	.	Pathogenic
T	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
T	D	D	D	Uncertain_significance
.	D	A	.	Likely_pathogenic
D	D	D	D	Pathogenic
.	.	D	.	Pathogenic
D	D	D	D	Likely_pathogenic
D	D	D	D	Uncertain_significance
.	D	A	.	Pathogenic
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
.	D	A	.	Pathogenic
D	D	D	D	Uncertain_significance
.	D	A	.	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Likely_benign
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
.	D	A	.	Pathogenic
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Likely_pathogenic
.	D	A	.	Pathogenic
.	.	D	.	Uncertain_significance
D	N	D	D	Uncertain_significance
T	.	A	.	Pathogenic
.	.	D	.	Pathogenic
T	.	D	.	Uncertain_significance
T	D	A	D	Pathogenic/Likely_pathogenic
D	D	D	D	Likely_pathogenic
D	D	D	D	Likely_pathogenic
T	D	D	D	Uncertain_significance
T	N	D	D	Likely_pathogenic
D	N	D	D	Uncertain_significance
.	D	D	.	Pathogenic
D	D	D	D	Uncertain_significance
T	N	P	D	Benign
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
T	N	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Conflicting_interpretations_of_pathogenicity
T	D	D	D	Uncertain_significance
T	N	D	D	Benign
D	D	D	T	Uncertain_significance
D	D	D	T	Pathogenic
.	N	A	.	Conflicting_interpretations_of_pathogenicity
T	D	N	T	Uncertain_significance
T	D	D	T	Likely_benign
D	D	D	D	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Likely_benign
D	N	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
.	N	A	.	not_provided
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Pathogenic
T	D	D	T	Conflicting_interpretations_of_pathogenicity
T	D	D	T	Uncertain_significance
.	D	A	.	Pathogenic
D	D	D	T	Uncertain_significance
T	.	N	.	Benign
T	D	D	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
D	D	D	T	Pathogenic
D	D	D	T	Uncertain_significance
T	N	P	T	Benign
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
.	U	A	.	Uncertain_significance
D	.	D	T	Uncertain_significance
T	U	N	T	Uncertain_significance
T	N	N	T	Likely_benign
D	U	D	T	Likely_benign
T	U	D	T	Uncertain_significance
D	N	D	T	Likely_benign
D	U	D	T	Likely_benign
T	U	D	T	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	D	A	.	Pathogenic
.	N	A	.	Pathogenic
.	D	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	A	.	association
.	N	D	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
.	N	D	.	Benign/Likely_benign
.	N	D	.	Likely_benign
D	D	D	T	Uncertain_significance
.	D	D	.	Likely_benign
.	N	D	.	Uncertain_significance
.	D	D	.	other
.	D	A	.	Pathogenic
.	.	D	.	Pathogenic
D	D	D	T	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	not_provided
.	D	D	.	Likely_benign
.	D	A	.	Pathogenic
.	D	D	.	Likely_pathogenic
.	D	D	.	not_provided
.	D	A	.	Pathogenic
.	D	D	.	not_provided
.	D	A	.	drug_response
.	D	D	.	not_provided
.	D	D	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
T	D	P	T	Likely_benign
D	D	D	T	Likely_pathogenic
.	D	D	.	Pathogenic
D	D	D	T	Likely_benign
T	D	N	T	Uncertain_significance
T	N	N	T	not_provided
T	N	D	T	Likely_benign
T	N	N	T	Likely_benign
T	N	D	T	not_provided
T	N	N	T	not_provided
T	N	N	T	Uncertain_significance
D	D	D	T	Conflicting_interpretations_of_pathogenicity
D	D	D	T	Likely_benign
T	N	N	T	Uncertain_significance
T	N	D	T	Benign/Likely_benign
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	D	D	T	not_provided
.	D	D	T	Likely_benign
.	D	D	.	Pathogenic
D	D	D	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
D	N	D	T	other
D	D	D	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
D	D	D	T	Likely_pathogenic
.	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	N	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
T	N	N	D	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Likely_pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
T	N	N	D	Uncertain_significance
T	N	N	D	Likely_benign
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	N	N	D	Uncertain_significance
T	N	N	D	Uncertain_significance
D	N	N	D	Uncertain_significance
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	D	D	Pathogenic
T	N	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
T	N	N	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	N	N	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	D	D	D	Uncertain_significance
T	D	N	T	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Likely_benign
D	D	D	D	Benign
T	N	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
.	N	A	.	Pathogenic
D	D	D	T	Pathogenic
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
D	D	D	T	Pathogenic
T	.	P	T	Benign
.	N	D	.	Likely_pathogenic
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	A	.	Pathogenic
.	N	D	.	Uncertain_significance
.	D	D	.	Benign
.	N	A	.	Pathogenic
.	N	A	.	Pathogenic
.	N	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	N	N	.	Uncertain_significance
.	D	A	.	Likely_pathogenic
.	N	N	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	A	.	Likely_pathogenic
.	N	N	.	Uncertain_significance
.	D	A	.	Pathogenic
.	U	A	.	Likely_pathogenic
.	U	D	.	Uncertain_significance
.	U	A	.	Pathogenic
.	U	A	.	Pathogenic
.	U	D	.	Likely_benign
.	U	D	.	Uncertain_significance
.	U	D	.	Likely_benign
.	U	N	.	Likely_benign
.	U	A	.	Likely_pathogenic
.	U	N	.	Likely_benign
.	.	N	.	Uncertain_significance
.	.	D	.	Uncertain_significance
.	.	N	.	Likely_benign
.	.	N	.	Benign
.	U	N	.	Uncertain_significance
.	U	N	.	Uncertain_significance
.	D	D	.	Pathogenic
.	D	D	.	Pathogenic
.	D	D	.	Pathogenic
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	D	.	Benign
.	D	D	.	Uncertain_significance
.	D	D	.	not_provided
.	D	A	.	Pathogenic/Likely_pathogenic
D	D	D	T	Pathogenic/Likely_pathogenic
D	D	D	T	Pathogenic/Likely_pathogenic
D	D	D	T	Likely_pathogenic
D	D	D	T	Likely_pathogenic
D	D	D	T	Uncertain_significance
T	U	D	T	Likely_pathogenic
T	N	P	T	association
T	N	P	T	association
D	D	D	T	Likely_pathogenic
D	D	D	T	Likely_pathogenic
T	D	D	T	Likely_pathogenic
D	N	D	T	Likely_pathogenic
D	D	D	T	Uncertain_significance
T	D	D	T	Benign
T	N	N	T	Benign
D	N	N	T	Benign
D	D	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
D	N	D	T	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	T	Pathogenic
D	D	D	T	Likely_pathogenic
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
.	D	D	.	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
.	.	D	.	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Conflicting_interpretations_of_pathogenicity
T	N	D	T	Likely_benign
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
.	.	D	.	Uncertain_significance
T	D	D	T	Uncertain_significance
.	.	D	.	Uncertain_significance
.	.	D	.	Likely_benign
D	D	D	D	Uncertain_significance
.	.	D	.	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Benign
.	.	D	.	Benign
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Benign/Likely_benign
.	N	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Likely_benign
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
.	D	A	.	Pathogenic
.	D	D	.	Uncertain_significance
.	D	A	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	A	.	Uncertain_significance
.	D	D	.	Benign
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	.	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	D	D	.	Uncertain_significance
D	D	D	T	Pathogenic
D	D	D	T	Pathogenic
T	D	D	T	Pathogenic
.	.	D	.	Uncertain_significance
.	D	D	.	Pathogenic
T	N	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	N	D	T	Benign/Likely_benign
D	D	D	T	Benign
D	D	D	D	Pathogenic
D	D	D	T	Likely_pathogenic
D	D	D	D	Uncertain_significance
D	D	D	T	Pathogenic
D	D	D	D	Uncertain_significance
.	.	D	.	Uncertain_significance
T	N	D	T	Benign
D	D	D	D	Pathogenic
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Likely_benign
.	N	A	.	Pathogenic
D	D	A	T	Pathogenic
.	D	D	.	Uncertain_significance
D	D	A	D	Pathogenic
D	D	A	D	Pathogenic
T	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
.	D	D	.	Likely_pathogenic
T	D	D	D	Pathogenic
T	D	D	D	Pathogenic
D	D	D	D	Benign
D	D	A	D	Pathogenic
D	D	P	D	Benign
D	D	A	D	Pathogenic
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Benign/Likely_benign
D	D	A	D	Pathogenic
T	D	D	D	Benign/Likely_benign
D	D	D	D	Likely_pathogenic
D	D	A	D	Pathogenic
T	N	N	D	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
T	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
T	N	D	D	Likely_pathogenic
T	D	N	D	Benign/Likely_benign
T	N	N	D	Uncertain_significance
T	N	N	D	Likely_benign
.	D	D	.	Uncertain_significance
T	D	A	D	Pathogenic
T	N	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Uncertain_significance
T	N	A	D	Pathogenic
T	N	N	D	Uncertain_significance
D	D	D	D	Benign/Likely_benign
.	D	A	.	Uncertain_significance
D	D	A	D	Conflicting_interpretations_of_pathogenicity
T	D	A	D	Likely_benign
T	N	N	D	Conflicting_interpretations_of_pathogenicity
T	N	P	D	Benign
T	N	N	D	Uncertain_significance
.	N	D	.	Likely_pathogenic
D	.	D	D	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Pathogenic
D	D	D	T	Pathogenic
.	D	A	.	Pathogenic
T	N	D	T	Pathogenic
.	D	D	.	Pathogenic
D	D	D	T	Pathogenic
T	D	D	D	Pathogenic
D	N	N	D	Pathogenic
D	D	D	T	Likely_pathogenic
T	N	D	T	Benign/Likely_benign
T	N	N	T	Uncertain_significance
D	N	N	T	Benign
D	N	D	T	Uncertain_significance
T	N	P	T	Benign
T	N	D	T	Uncertain_significance
T	N	N	T	Conflicting_interpretations_of_pathogenicity
T	N	N	T	Pathogenic
D	N	N	T	Likely_benign
D	D	D	T	Pathogenic/Likely_pathogenic
D	N	D	T	Likely_pathogenic
T	N	N	T	Conflicting_interpretations_of_pathogenicity
D	D	D	T	Benign
.	D	A	.	Pathogenic
T	N	N	T	Uncertain_significance
D	N	P	T	Benign
T	N	N	T	Likely_benign
T	N	N	T	Uncertain_significance
T	N	N	T	Benign
T	N	N	T	Benign
T	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
.	.	D	.	Pathogenic
T	N	N	T	Benign
D	D	D	T	Pathogenic
T	N	N	T	Uncertain_significance
T	N	N	T	Benign
D	N	D	T	Uncertain_significance
T	N	N	T	Benign/Likely_benign
D	D	D	D	Uncertain_significance
T	N	N	D	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	D	Uncertain_significance
D	D	N	D	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
D	D	D	T	Pathogenic
D	D	D	T	Uncertain_significance
D	N	D	T	Pathogenic
D	N	D	D	Likely_pathogenic
D	.	D	D	Uncertain_significance
.	.	A	.	Uncertain_significance
T	.	D	T	Likely_pathogenic
.	N	A	.	Uncertain_significance
T	D	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Pathogenic
D	D	D	T	Pathogenic
D	D	D	T	Pathogenic
D	D	D	T	Likely_pathogenic
T	D	D	T	Uncertain_significance
D	N	D	D	Uncertain_significance
.	D	D	.	Uncertain_significance
D	D	D	T	Conflicting_interpretations_of_pathogenicity
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
.	N	A	.	Likely_pathogenic
D	N	N	D	Uncertain_significance
D	D	D	D	Pathogenic
T	D	D	D	Pathogenic
T	N	N	.	Uncertain_significance
D	D	D	T	Pathogenic
D	D	D	D	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
.	D	D	.	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
.	D	D	.	Benign/Likely_benign
.	D	D	.	Likely_pathogenic
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	.	D	.	Likely_pathogenic
.	.	D	.	Likely_pathogenic
.	.	D	.	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
.	D	D	.	Likely_pathogenic
.	D	D	.	Likely_pathogenic
.	.	D	.	Pathogenic/Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
.	D	D	.	Likely_pathogenic
.	D	D	.	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
.	D	D	.	Likely_pathogenic
.	D	A	.	Pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	.	D	.	Pathogenic/Likely_pathogenic
.	.	D	.	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
.	D	D	.	Likely_pathogenic
.	D	A	.	Likely_pathogenic
.	D	D	.	Pathogenic/Likely_pathogenic
.	D	A	.	Likely_pathogenic
.	D	D	.	Likely_pathogenic
.	D	D	.	Likely_pathogenic
.	.	D	.	Likely_pathogenic
.	.	D	.	Pathogenic/Likely_pathogenic
.	D	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	A	.	Likely_pathogenic
.	D	D	.	Pathogenic/Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic/Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	A	.	Likely_pathogenic
.	D	D	.	Likely_pathogenic
.	D	A	.	Pathogenic/Likely_pathogenic
.	D	D	.	Uncertain_significance
.	.	D	.	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	.	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	.	D	.	Uncertain_significance
.	.	D	.	Uncertain_significance
.	D	A	.	Pathogenic/Likely_pathogenic
.	.	A	.	Pathogenic/Likely_pathogenic
.	N	D	.	Uncertain_significance
.	N	P	.	Benign/Likely_benign
.	.	D	.	Likely_benign
.	D	D	.	Uncertain_significance
.	.	D	.	Uncertain_significance
.	.	A	.	Pathogenic
.	D	A	.	Pathogenic
.	.	D	.	Likely_pathogenic
.	.	D	.	Likely_pathogenic
.	D	D	.	Pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	A	.	Likely_pathogenic
.	D	D	.	Pathogenic
.	D	A	.	Pathogenic
.	N	A	.	Likely_pathogenic
.	N	D	.	Conflicting_interpretations_of_pathogenicity
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	.	D	.	Pathogenic
.	N	N	.	Uncertain_significance
